title	date	writer	keyword	contents
[키워드로 보는 사설] 한미상호방위조약	2018.05.22		키워드로 보는 사설|한미상호방위조약|대한민국 영토|상대 당사국|동북아 지역|	‘한미상호방위조약’은 한국과 미국 간에 1953년 10월 1일 체결되고 1954년 11월 18일 발효되었다. 조약의 주요내용은 다음과 같다. ① 당사국 중 일국의 정치적 독립 또는 안전이 외부의 무력공격에 의하여 위협받고 있다고 인정될 경우 언제든지 양국은 서로 협의한다. ② 각 당사국은 상대 당사국에 대한 무력공격을 자국의 평화와 안전을 위태롭게 하는 것이라고 인정하고, 공동의 위험에 대처하기 위하여 각자의 헌법상의 절차에 따라 행동한다. ③ 이에 따라 미국은 자국의 육·해·공군을 대한민국 영토 내와 그 부근에 배비(配備)할 수 있는 권리를 갖고 대한민국은 이를 허락한다. 한반도에 무력충돌이 발생할 경우 미국이 국제연합의 결정을 거치지 않고도 즉각 개입할 수 있는 것도 이 조약 때문이다. 미군주둔은 한국방위의 핵심전력이 되기도 했지만 동북아 지역의 전쟁억지력으로서도 중요한 역할을 했다고 할 수 있다.
[키워드로 보는 사설] 댓글과 언론 권력	2018.05.08		키워드로 보는 사설|댓글|언론|언론 권력|댓글 조작|불법 댓글|	댓글 조작과 댓글 참여는 다르다. 새로운 기술 문명은 새로운 불법도 가져왔다. 인터넷 기반 위에 뉴스가 생산되고 소비됨에 따라 언론 권력이 달라졌다. 한 연구는 현재까지 총 4단계의 변화를 거쳤다고 본다. 1단계에선 신문·방송사가 뉴스의 생산 주체이자 유통의 주체였다. 2단계는 케이블 TV 등 새로운 미디어 등장으로 인한 다매체 다채널 시대다. 3단계는 초기 인터넷 뉴스 시대다. 종이신문과 인터넷 신문의 비중이 비슷해지고 포털을 중심으로 뉴스가 유통되기 시작했다. 4단계는 포털에 집중된 뉴스 유통의 영향력이 가장 커진 현재 단계다. 특히 포털과 SNS 등 모바일을 통해 소비하는 뉴스가 PC나 종이신문을 압도하고 있다. 뉴스의 포털 의존도와 포털의 뉴스 의존도가 모두 증가하면서 뉴스가 포털 수익원에서 큰 비중을 차지한다. 포털이 불법 댓글 조작에 늑장 대응을 한다고 비판하는 쪽에서는 바로 이 점을 주목한다.     한편 독자들도 더는 예전의 수동적인 개인이 아니다. 인터넷 환경에서 뉴스를 소비하는 독자들은 적극적으로 댓글을 달며, 기자 성향까지 분석하곤 한다. 그 속에는 적극적 참여 시민도 있지만 드루킹 같은 불법 조작 세력도 있다. 이러한 환경에서 댓글 조작 세력은 모든 정치인에게 접근할 것이다.
[키워드로 보는 사설] 한미연구소	2018.04.24		키워드로 보는 사설|한미연구소|존스홉킨스대학교 국제대학원|예산 지원|한국 대외경제정책연구원|	미국 존스홉킨스대학교 국제대학원(SAIS)의 한반도 전문 싱크탱크인 한미연구소(USKI)는 6·25 참전용사이자 워싱턴포스트(WP) 국제문제 전문기자로 활동하며 남북관계를 다룬 『두 개의 한국』 저자인 돈 오버도퍼 교수가 2006년 세운 연구소다. 2018년 4월 기준으로 클린턴 행정부 시절 미 국무부 북핵 특사 출신으로 1994년 제네바 합의를 이끌어냈던 로버트 갈루치가 이사장을 맡고 있다. 소장은 구재회, 부소장은 제니 타운이다. 존스홉킨스대 소속 민간연구소지만 예산은 전액 한국 정부에서 지원 받아 왔다. 연구소의 성향을 보수·진보로 일률적으로 재단할 수는 없다. 다만 이 연구소가 운영하는 사이트인 ‘38노스(north)’의 학술적 성향은 미국 내에서 진보성향으로 분류된다. 한국 대외경제정책연구원(KIEP)으로부터 2006년부터 약 200억원의 정부지원금, 즉 연간 20억원의 지원을 받아 운영해 왔다. 2013년부터 운영의 불투명성과 비효율성에 대해 국회 차원의 지적이 있어 왔으며, 상세한 결산보고 요구에 대해 한미연구소는 2쪽짜리 결산보고서를 제출하면서 부실 보고 논란을 일으켰다. 한미연구소의 운영 상황에 대해 KIEP는 예산 투명성 부족과 운영 방향의 문제점 등을 이유로 12년째 매년 20억원씩 제공해 오던 예산 지원을 중단키로 했다.
[키워드로 보는 사설] 4·3 사건의 발생과 진행	2018.04.17		사건|키워드로 보는 사설|진행|희생자 명예위원회|사건 진상규명|남로당 제주도위원회|	제주 4·3 진상규명 및 희생자 명예 회복에 관한 특별법(제주 4·3특별법)은 제주 4·3 사건을 “1947년 3월 1일을 기점으로 1954년 9월 21일까지 제주도에서 발생한 무력 충돌과 그 진압 과정에서 주민들이 희생당한 사건”으로 규정한다.     1947년 3월 1일 제주북초등학교에서는 ‘제 28주년 3·1절 제주도 기념대회’가 열렸다. 행사참가자들이 거리행진을 하던 중 구경하던 어린아이가 경찰의 말에 채여 넘어지는 사건이 발생했다. 이에 군중들이 항의 하자 경찰이 발포하여 6명이 숨지고 8명이 크게 다쳤다. 희생자 가운데는 초등학생과 젖먹이를 안은 부인도 있었다. 그러나 당시 미군정은 책임자를 처벌하기는커녕 통행금지령을 선포하고 시위 참가자 검거에 들어갔다. 이에 제주도에서는 직장인의 95%에 이르는 4만 여 명이 참가한 총파업이 벌어졌다.     1948년 4월 3일에는 남로당 제주도위원회가 ‘5·10 단독선거 반대’를 외치며 무장봉기를 일으켰다. 350여 명으로 추산되는 무장대는 경찰지서와 우익단체 사무실 등을 공격했다. 이승만 정부는 제주도 비상경비사령부를 설치하고 해안선에서 5킬로미터 이상 내륙지역을 통행하는 자는 폭도로 간주해 총살하겠다는 포고령을 발표했다. 제주 4·3 사건은 제주도경찰국이 1954년 9월 21일 한라산 입산통제 지역인 ‘금족 지역’을 전면 개방함으로써 끝났다. 이 기간 동안의 희생자 숫자는 총리실 산하 제주 4·3 사건 진상규명 및 희생자 명예위원회가 파악한 숫자만도 2017년 7월 25일 현재, 사망자 1만 245명, 행방불명자 3575명, 후유장애인 164명, 수형인 248명에 달한다.
[키워드로 보는 사설] 미국의 비핵화 정책	2018.04.10		미국|키워드로 보는 사설|비핵화|비핵화 정책|비핵화 과정|리비아식 해법|	완전하고(Complete), 검증가능하고(Verifiable), 불가역적인(Irreversible) 핵폐기(Dismantlement)의 뜻을 가진 영문 앞 글자를 딴 CVID가 조지 부시 행정부의 북핵 해결 원칙이었다. 북한은 미국의 CVID에 대해 “패전국에나 강요하는 굴욕적인 것”이라며 강하게 반발해 왔다. 미국의 비핵화를 대표하는 원칙은 리비아식 해법이다. ‘선 핵폐기, 후 보상’ 방식이다. 카다피가 통치하던 리비아가 미국의 압력에 굴복해 먼저 핵을 포기한 뒤 제재에서 풀려난 사례에서 나온 말이다. 북한은 카다피가 핵을 포기했기 때문에 비참하게 암살 당했다고 보기 때문에 리비아식 해법에 반발하고 있다. 북학이 원하는 방식은 비핵화 과정을 단계별로 나누어 단계별로 보상을 받는 ‘단계적 해법’이다.
[키워드로 보는 사설] 1987년 체제와 개헌 요구	2018.04.03		키워드로 보는 사설|체제|개헌|개헌 요구|헌법 완성|국가권력구조 하나|	헌법은 제·개정된 시대의 상황과 권력 관계를 반영한다. 현행 헌법인 1987년 헌법은 6월 민주화운동의 결과로 그 해 10월에 탄생했다. 장기집권과 독재에 대한 분노가 치솟은 때다. 대통령을 국민이 직접 뽑고 5년 단임제를 명시하는 진전이 있었다. 그러나 충분한 시간을 두고 공론화를 거치지 않았고, 전문가의 참여도 없이 여야 8인 정치회담이 주도하여 만들었다. 헌법의 국가적 과제를 결정하는 담당자는 국민이 아닌 정치인이었고, 헌법의 성격은 국가권력구조 하나로 집약되었다. 그러나 30여 년간 국민들은 선출된 독재자, 민의를 무시하는 국회, 불공정한 사법부, 국민 말고 권력자에 봉사하는 관료들을 보았다. 권력 기관의 기능을 되돌리고 국민의 기본권을 보장하며, 변화된 시대에 맞게 더 많은 자유와 평등이 실현되는 헌법을 원한다. 대통령 중심제뿐 아니라 여타 권력구조도 만능열쇠는 아니다. 헌법 완성은 끝없는 과정이다. 2018년 문 대통령은 제도 안에 쌓인 적폐를 청산하며 국민의 기본권을 확대하는 내용의 헌법을 발의했다. 우리 시대의 헌법으로 자격이 있는가. 국민이 ‘모든 권력의 주인’ 자격으로 이에 응답할 때다.
[키워드로 보는 사설] 전직 대통령 검찰 소환	2018.03.27		대통령|키워드로 보는 사설|전직|전직 대통령|검찰 조사|검찰 수사|	전직 대통령 가운데 헌정사상 처음으로 검찰에 소환된 건 노태우 전 대통령이다. 노 전 대통령은 4000억원대 비자금을 조성한 혐의로 1995년 11월 두 차례(1일·15일) 검찰에 불려 나와 강도 높은 조사를 받았다. 총 27시간 조사를 받은 후 특정범죄가중처벌법상 뇌물수수 혐의로 구속됐다. 같은 해 12월 검찰은 전두환 전 대통령에게도 내란죄 등의 혐의로 출석을 통보했다. 하지만 전 전 대통령은 서울 연희동 자택 앞에서 ‘골목성명’을 발표한 채 조사를 거부했다. “종결된 사안의 수사는 진상 규명을 위한 게 아니라 정치적 필요에 따른 것으로 어떠한 조치에도 협조하지 않을 생각”이라는 내용이었다. 전 전 대통령은 고향인 경남 합천에 내려가 버티기에 들어갔지만 검찰은 법원으로부터 사전 구속영장을 발부받아 12월3일 구속했다. 노무현 전 대통령은 2009년 4월30일 뇌물수수 혐의로 소환돼 12시간 조사를 받았다. 검찰 수사 후 노 전 대통령이 스스로 목숨을 끊으면서 무리한 수사라는 지적이 나왔다. 국정농단 사건으로 탄핵당한 박근혜 전 대통령은 지난해 3월21일 검찰에 소환됐다. 박 전 대통령은 현직 시절 국정농단 사건의 피의자로 입건됐지만 검찰 조사에 수차례 응하지 않았다. 하지만 파면 이후 검찰이 소환에 나서면서 어쩔 수 없이 포토라인에 섰다. 21시간이 넘는 조사를 받은 박 전 대통령은 소환 열흘 뒤 구속됐다. 이명박 전 대통령은 검찰 조사를 받는 역대 5번째 전직 대통령이 됐다.
[키워드로 보는 사설] 미국의 무역확장법과 글로벌 무역 분쟁	2018.03.20		미국|키워드로 보는 사설|무역확장법|글로벌 무역|무역 무역전쟁|무역 확장법|	도널드 트럼프 미국 대통령이 수입산 철강에 25%, 알루미늄에 10%의 관세를 일률적으로 부과하는 방안에 동원된 근거는 ‘무역 확장법’이다. 무역확장법은 동서 냉전시기인 1962년 제정되었다. 철강과 알루미늄은 탱크와 비행기 제작에 사용된다. 이 둘의 수입 물량이 많아져 미국 내 관련 사업이 무너지면 안보에 위협이 될 수 있다. 때문에 철강과 알루미늄 수입을 제한 할 수 있다는 것이 법안의 골자다. 하지만 이 법안은 오랫동안 사문화된 상태였다.     고액 관세 부과 안에 대해서는 미국 안에서도 반대가 많다. 워싱턴포스트는 “철강·알루미늄을 원자재로 하는 제품들의 가격이 상승하여 관련 분야에서 나타날 고용 증가 효과는 다른 산업의 고용 감소로 상쇄될 것”라고 지적한다.     그럼에도 트럼프 대통령이 철강과 알루미늄 관세를 무리하게 밀어붙이는 까닭은 11월 중간 선거 때문이라는 분석이 많다. 수입 규제를 통한 일자리 확대를 내세워야 자신의 지지기반인 백인 노동자들의 지지를 끌어낼 수 있기 때문이다.     하지만 로버트 실러 예일대 교수는 “철강 관세는 무역 무역전쟁으로 가는 첫 번째 총성”이라고 경고한다. 이미 유럽연합(EU)은 미국을 상징하는 오토바이 제조업체 할리데이비드슨, 청바지 업체 리바이스에 대한 보복관세를 검토하고 있다. 중국의 움직임도 심상치 않다.
[키워드로 보는 사설] 중복할증	2018.03.13		키워드로 보는 사설|중복할증|당시 환경미화원들|대법원 판결|휴일근로 가산|	2008년 경기 성남시 환경미화원들이 ‘휴일에 일한 것은 휴일근로이자 초과근로이므로 수당을 두 배로 받아야 한다’며 소송을 냈다. 당시 환경미화원들은 1일 8시간씩 주 5일제로 일했다. 토요일과 일요일에도 4시간씩 추가 근무를 했다. 성남시는 휴일근로 가산만 적용해 통상임금의 1.5배를 지급했지만 환경미화원들은 연장근로 가산도 함께 적용해 통상임금의 두 배를 지급받아야 한다고 주장했다. 1심과 2심은 원고 측 손을 들어줬다. 3월로 예정된 대법원 판결에서도 환경미화원들이 승소하면 주말 수당을 150%만 인정하는 정부 해석과 법원 판결이 달라져 노동 시장은 혼란에 빠질 수밖에 없었다. 이에 여야는 개정안에 합의했다.
[키워드로 보는 사설] 평화 올림픽	2018.03.06		키워드로 보는 사설|올림픽|평화|평화 올림픽|올림픽 평화|평창겨울올림픽 폐막식|	평창겨울올림픽 폐막식 날, 토마스 바흐 IOC 위원장은 “여자 아이스하키 남북 단일팀과 개회식 공동입장은 스포츠를 넘어서는 강력한 평화 메시지를 전 세계에 전한 것”이라 평가하고 “다른 곳도 아닌 한국에서 벌어진 게 중요하다”고 강조했다. 왜 정치를 배제하려는 올림픽에서 ‘평화’의 정신이 강조되는 것일까. 올림픽은 출발부터 국가 간의 적대 행위 중지를 목적으로 개최되었기 때문이다.     고대 그리스에서는 늘 도시국가들의 전투가 있었기 때문에 일시적이나마 전쟁을 멈추기 위해 협약을 맺고 대회를 개최하였다. 각종 평화조치도 수반되었는데, 이 기간에는 올림픽 지역을 불가침 지역으로 정하고, 사면도 실시하였다. 도시국가들이 자국 선수를 보내고 타국 선수를 해치지 않는 것은 휴전 약속을 지키겠다는 표현이었고, 만약 전쟁을 도발하면 모든 참가국이 함께 제재를 가했다. 이를 가리켜 ‘올림픽 휴전’ 또는 ‘올림픽 평화’라 부른다.     19세기 말에 유럽 국가들의 전쟁 기운이 높아지자 근대 올림픽의 아버지인 쿠베르탱은 평화의 수단으로 올림픽 재건을 주창했다. 그러나 이후 100여 년간 실제로는 인종, 이념, 문화의 충돌로 인해 세계대전과 냉전 및 각종 국제 분쟁으로 얼룩졌다. 올림픽 정신은 ‘국가의 대표들이 함께 어울려 상호 존경과 우의를 다짐으로써 전쟁의 분위기를 완화시키고 평화에 기여하는 것’이다. 올림픽 휴전의 역사성을 재현한 것, 그것이 여자 아이스하키 남북 단일팀의 의의이다.
[키워드로 보는 사설] 최순실 특검법	2018.02.27		최순실|키워드로 보는 사설|특검법|최순실 특검법|일명 최순실|박영수 특별검사|	‘박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹 사건 규명을 위한 특별검사의 임명 등에 관한 법률’(일명 최순실 특검법)은 2016년 11월 14일 더불어민주당, 국민의당, 새누리당(현 자유한국당, 바른정당)이 합의해 11월 17일 국회를 통과했다 김대중 정부 시절인 2001~2002년에 청와대 민정수석실 사정비서관을 지낸 박영수 변호사가 특별검사로 임명되었다. 특별검사는 고등검사장, 특별검사보는 검사장, 특별수사관은 3~5급 공무원의 보수와 대우를 한다. 최순실 특검법은 대통령이 임명한 특별검사를 대통령이 자의적으로 해고할 수 없는 신분보장 조항을 두고 있다. 최순실 특검법은 최순실 등 대통령 측근들의 부정부패에 관련 14가지를 수사하고, 수사과정에서 인지한 범죄사건도 수사할 것을 규정하고 있다. 여기서 대통령에 대한 범죄혐의를 수사할 수 있는가라는 문제가 나온다. 박영수 특별검사는 대통령에 대한 범죄수사가 가능하다고 법률해석을 했다. 그러나 대통령은 주권면제(왕의 면책특권이라고도 한다)를 적용받는 주권자이기 때문에 일체 수사와 기소가 불가능하다. 단, 면책특권은 대통령 스스로 포기할 수 있다.
[키워드로 보는 사설] 남북정상회담의 역사	2018.02.20		키워드로 보는 사설|남북정상회담|역사|남북 정상회담|김정일 국방위원장|남북 공동|	지금까지 남북정상회담은 2번 열렸다. 첫 번째는 2000년 김대중 대통령과 김정일 국방위원장의 회담이었고, 두 번째는 2007년 노무현 대통령과 김정일 위원장의 만남이었다. 2000년 6월, 평양에서 열린 첫 남북정상회담에서 남북의 최고 지도자들은 ‘6·15 공동선언’을 통해 남·북 간 냉전과 대결을 청산하고 교류와 협력의 길을 열겠다고 밝혔다.     2007년 10월, 노무현 대통령이 다시 평양을 방문하여 김 위원장과 회담했다. 두 정상은 6·15 남북 공동 선언의 지속적인 이행과 남북 공동 번영을 내용으로 하는 ‘2007 남북 정상 선언문’을 발표했다.     앞서 두 번의 남북 정상회담은 미국과 북한의 갈등이 극에 달하다가 화해 분위기로 바뀌는 가운데 열렸다. 1차 회담 때는 월리엄 페리 대북정책 조정관이 북한의 미사일 실험 모라토리엄(중단)을 이끌어 낸 후에 열렸고, 2차 때는 6자회담 국가들이 대북 중유 지원을 하는 대가로 북한이 영변 핵시설 가동을 중단하기로 한 ‘2·13 합의’가 정상회담의 밑바탕이 되었다.     그러나 제 3차 남북정상회담이 열리기는 쉽지 않을 전망이다. 미국을 비롯한 세계 각국은 북한의 핵위협에 대해 강경한 태도일 굽히지 않고 있으며, 핵무장에 관해서는 북한도 양보할 기미가 없다.   
[키워드로 보는 사설] 소방기본법 개정안	2018.02.13		키워드로 보는 사설|소방기본법|개정|소방기본법 개정안|소방시설공사업법 개정안|소방차 전용구역|	국회는 지난 1월 30일 본회의에서 소방기본법·도로교통법·소방시설공사업법 개정안을 통과시켰다. 소방기본법 개정안은 공동주택에 소방차 전용구역 설치를 의무화하고, 전용구역에 주차하거나 진입을 가로막으면 100만원 이하 과태료를 물리도록 했다. 아울러 소방차 접근이 쉽도록 다중이용업소가 있는 건물 주변을 주차금지구역으로 지정할 수 있도록 하고, 소방 관련 시설 주변에 주차뿐만 아니라 정차도 금지한다. 소방시설공사업법 개정안은 방염처리업자에 대한 방염처리능력 평가와 공시 제도를 도입하고, 소방시설업 종합정보시스템을 구축하는 내용을 담았다.
[키워드로 보는 사설] 법관의 독립과 사법권 독립	2018.02.06		키워드로 보는 사설|독립|사법권|사법권 독립|법관 독립|사법부 외부|	우리 헌법은 “법관은 헌법과 법률에 의하여 그 양심에 따라 독립하여 심판한다(제 103조)”며 ‘법관의 독립’을 보장하고 있다. 법관을 위해서가 아니라 국민을 위해서다. 사법권은 국민이 부당한 일을 겪었을 때 최후에 기댈 수 있는 권리 보호자이며 갈등 해결자이다. 만약 판사가 승진이나 보직, 근무평정 등에 더 관심이 많다면, 정치적 압력이나 인간관계에 의해 통제된다면, 재정문제나 사업적 관계에 영향을 받는다면 ‘헌법과 법률, 그리고 양심에 따라’ 판결하기 어렵다. 외부 지시나 압력으로부터 구속받지 않아야 국민의 자유와 인권 보호만을 기준으로 판결할 수 있다.     이번 사법부의 ‘판사 뒷조사’ 파문에서 보았듯이 법관 독립을 가장 크게 위협한 것은 법원 외부보다 내부의 권력이었다. 심리적 위축과 부당한 보직 배치는 법관의 독립과 재판의 독립을 위협한다. 그리고 법관의 독립이 약화할수록 사법부 외부의 권력은 법원행정처와 같은 내부권력을 통해 재판에 개입하려 할 수 있다. 사법 폐단의 악순환을 끊을 수 있는 과감한 개혁이 필요하다.
[키워드로 보는 사설] 남북단일팀 참가	2018.01.30		키워드로 보는 사설|남북단일팀|참가|남북단일팀 참가|단일팀 구성|남북 단일팀|	1945년 분단 이후 남북은 10회 넘게 단일팀 구성을 추진했지만, 실제로 단일팀으로 경기에 출전한 건 두 번뿐이다. 코리아란 이름으로 1991년 4월 일본 지바에서 열린 제41회 세계탁구선수권대회에 처음 출전했다. 1991년 1월 15일과 31일에 제2, 3차 남북체육회담을 거치면서 서로의 입장을 조정한 후 2월 12일 판문점 평화의 집에서 열린 제4차 남북체육회담에서 4월 세계탁구선수권대회와 6월 세계청소년축구선수권대회에 남북 단일팀을 구성·출전시킨다는 합의를 했다. 탁구선수권대회에서 여자팀(현정화·리분희)은 단체전 우승, 남자팀은 단체전 4강 진출이라는 우수한 성적을 거두며 남북한 국민에게 감동을 안겼다. 또 이 대회부터 남북한 국기 대신 하늘색 한반도기, 국가 대신 ‘아리랑’이 쓰였다. 세계청소년축구선수권대회에도 사상 첫 8강 진출이라는 성과를 냈다. 그러나 이후 단일팀 구성은 성사되지 못했고, 올림픽과 아시안게임 개·폐회식 등에서 남북한 동시 입장만 이뤄졌다. 분단 이후 수십차례 남북체육회담을 가졌고, 남북단일팀 참가를 위한 수차례의 협의가 있었지만 실제로 남북한 단일팀이 결성되어 대회에 참가한 것은 그동안 단 2차례 밖에 사례가 없고 이번 평창동계올림픽이 세 번째다.
[키워드로 보는 사설] 문재인 정부의 3대 권력기관 개편 방안	2018.01.23		문재인|키워드로 보는 사설|권력기관|권력기관 개편|권력기관 개혁|국정원 검찰|	조국 청와대 민정수석비서관은 지난 14일 문재인 정부의 국정원, 검찰, 경찰 3대 권력기관 개혁 방안을 발표했다. 청와대는 개편의 기본 방침으로 “적폐의 철저한 단절·청산” “촛불시민혁명의 정신에 따라 국민을 위한 권력기관으로 전환” “상호 견제와 균형에 따른 권력남용 통제”를 제시했다.     조 수석은 “집중된 거대 권한이 제대로 통제되지 않은 결과 검찰은 정치권력의 이해 내지 자신들의 기득권 유지를 위해 검찰권을 악용해 왔다”고 평가하고, 검경 수사권 조정, 고위공직자 수사 이관, 직접 수사 축소, 법무부 탈(脫)검찰화를 통해 검찰 권력을 분산시키겠다고 말했다.     또 국정원 이름을 대외안보정보원으로 바꾼 후 대북·해외 활동에만 전념하는 전문정보기관으로 거듭나게 하겠다고 밝혔다. 경찰에 대해서는 국정원의 대공수사권을 이관한 후 ‘안보수사처’를 신설해 수사의 전문성과 책임성을 높이겠다고 밝혔다. 국회는 6월말까지 사법개혁위원회를 통해 입법 여부를 가릴 예정이다.
[키워드로 보는 사설] 핑퐁외교	2018.01.16		키워드로 보는 사설|핑퐁외교|세계탁구 선수권대회|최고지도자 마오쩌둥|베이징 방문|	1950년 한국전쟁에서 중국이 북한에 군사적 지원을 하였다는 이유로 미국은 중국을 침략국으로 규정하고 중국을 고립시키는 외교정책을 채택하였다. 그러나 69년 1월 출범한 닉슨 행정부는 당시 중국과 소련 사이의 분쟁에 편승해 중국과 대화 채널을 만들고자 했다. 중국의 최고지도자 마오쩌둥 역시 미국과 관계를 개선하고자 했다. 71년 일본 나고야에서 열린 세계탁구 선수권대회에 중국대표단이 참가했다. 대회가 끝나고 71년 4월 중국은 그 대회에 참석한 미국선수단15명을 베이징으로 공식 초청했다. 이 친선경기는 냉전의 상징이었던 두 나라가 우호적인 접근을 시작했음을 알리는 신호탄이었다. 석 달 뒤 미국의 헨리 키신저 대통령안보담당 특별보좌관이 베이징을 극비리에 방문해 주언라이 수상과 회담을 했고 두 나라는 닉슨 대통령과 마오쩌둥 주석의 역사적인 회담계획을 공동발표하기에 이르렀다. 닉슨의 베이징 방문은 72년 2월에 실현됐다. 미국과 중국 수교의 물꼬를 튼 이른바 ‘핑퐁외교’는 스포츠교류를 통해 국가 간의 관계개선을 이룩한 대표적인 사례이다.
[키워드로 보는 사설] 사면의 기능과 12·29 특별사면	2018.01.09		키워드로 보는 사설|특별사면|사면|행정법규 위반자|생계형 민생|법질서 훼손|	우리의 헌법과 법률이 대통령의 사면권을 보장하는 이유는 공공복리의 수단이기 때문이다. 사면권이 정치적으로 남용되면 죄 지은 사람을 처벌없이 용서하게 될 뿐 아니라 개선되지 않은 사람을 사회에 복귀시켜 공익을 해친다. 따라서 사면은 통치자가 자의적 판단으로 결정하거나 무제한의 재량을 가진 것처럼 휘둘러서는 안된다. 정의를 회복하고 공익을 위한 기준과 절차에 따라 행사돼야 한다.     정당하게 행사되는 사면권은 주권자인 국민을 보호하고 사회를 유지하고 공동체의 유대를 강화하는 데 기여한다. 12·29 특별사면처럼 소시지나 과자를 훔친 이유로 형을 살고 있는 생계형 민생 범죄와 경미한 행정법규 위반자에게 엄한 처벌보다는 반성의 기회를 주어 교정과 재생 의지를 강화할 수 있다. 법질서 훼손을 막기 위해 음주운전이나 난폭, 보복 운전자 등을 제외한 것도 긍정적으로 평가할 만하다. 또한 사면은 부당한 법 집행과 형사판결의 오류를 바로 잡을 수 있는 최후의 수단이다.
[키워드로 보는 사설] 한·미연합훈련	2018.01.02		키워드로 보는 사설|미연합훈련|팀스피릿 훈련|키리졸브 연습|독수리 훈련|	한·미연합훈련은 현재 유지되고 있는 키리졸브 연습과 그 이전의 팀스피릿 훈련이 대표적인데 팀스피릿 훈련은 한반도에서 발생할지도 모르는 군사적인 돌발 사태에 대비하기 위하여 1976년부터 93년까지 연례적으로 실시되었던 한미 양국 군의 연합군사훈련으로 75년 베트남 공산화 이후 급변하는 주변 정세와 북한의 도발 위협 고조에 따라 한·미 안보협력체제를 공고히 하여 전쟁을 억제하고 국민에게 국가안보에 대한 신뢰감을 주기 위하여 76년 6월에 처음 실시되었다. 팀스피릿 훈련은 69년의 포커스 레티나(Focus Retina)훈련과 71년의 프리덤 볼트(Freedom Volt)훈련의 연장선상에 있었는데 이러한 한미연합공수기동훈련은 69년 닉슨 독트린 이후 가시화되기 시작한 주한미군 철수에 대비하기 위한 조치였다. 한편, 키리졸브 연습은 한미연합군사령부가 매년 전쟁 억제를 위해 실시하는 합동훈련으로 팀 스피릿 훈련과 이후 이뤄진 ROSI를 대체한 훈련이다. 유사시 미국 본토에서 한반도로 파견되는 증원군을 수용·대기 및 전방 이동, 한국군과의 통합 절차를 숙달하는 것을 목적으로 하며 한국군의 전시지원, 상호 군수 지원 및 동원, 후방지역 조종관 업무 및 전투력 복원절차 등을 익히기 위한 것이다. 키리졸브 연습과 독수리 훈련은 북한의 도발에 대비한 방어훈련이지만 작전계획 시뮬레이션뿐 아니라 증원군을 포함해 1만명 이상의 미군과 한국군 5000명이 실제 상륙 및 기동훈련을 실시한다. 북한이 해마다 이 훈련을 북침 핵전쟁 연습이라고 비난해 온 것도 그 때문인데 훈련 기간에는 모든 주민에게 전시대비령을 내리는 것으로 알려졌다. 
